,BAU,CT,R&D
236,1.0411847317,1.0773017606,1.0287323707
237,1.0411832826,1.0771476048,1.0273996384
238,1.0423156508,1.0769022474,1.0280002185
239,1.0440169851,1.0776258358,1.0281406555
240,1.0440929534,1.0780045176,1.0289590783
241,1.0442168083,1.0796386995,1.0288786908
242,1.0452753528,1.0829840236,1.0327463327
243,1.0446220471,1.0819335993,1.0305108604
244,1.0461398753,1.08120813,1.0311667611
245,1.0467766004,1.0826184669,1.0310940674
246,1.0470034165,1.081968196,1.0318141996
247,1.0464594459,1.0838962553,1.0303089668
248,1.0478456078,1.0830993816,1.0315766124
249,1.0468690688,1.0846231453,1.0314917296
250,1.0466472917,1.0845197675,1.03167141
251,1.0471127669,1.0855949369,1.0330368326
252,1.0477377291,1.0838034441,1.0329283045
253,1.0470696091,1.0855668523,1.0330294649
254,1.0509608986,1.0883762864,1.0351666107
255,1.0479405871,1.0876431335,1.0341346701
256,1.049318006,1.0876185646,1.0338722085
257,1.0492508305,1.0879908949,1.034227771
258,1.0504950375,1.0897175465,1.0344856223
259,1.0506199326,1.0900836646,1.035121281
260,1.0507602151,1.0912093517,1.0363967138
261,1.0511245331,1.0909940176,1.0369705451
262,1.0526687374,1.092086462,1.0365132001
263,1.0516618252,1.0922175802,1.037178618
264,1.0511594442,1.0925663663,1.0364394121
265,1.0517502354,1.0922638373,1.0375854634
266,1.0543324314,1.0940957982,1.0380805208
267,1.0531862481,1.0929324125,1.0369145769
268,1.0542202176,1.0944686987,1.0370413979
269,1.0541599769,1.0937246543,1.0387291216
270,1.0542333449,1.0950402188,1.0382990974
271,1.0550682965,1.0953685623,1.03703518
272,1.0554206058,1.0961213652,1.0366445746
273,1.0550024046,1.0969300087,1.0370158012
274,1.0557292756,1.0962871879,1.03896242
275,1.0560744375,1.0975730354,1.0379057511
276,1.0570325772,1.09806021,1.0382310446
277,1.0566223282,1.0985647097,1.0384189588
278,1.0584649405,1.1000819709,1.0421095512
279,1.0581314754,1.097497305,1.0391331705
280,1.0585077561,1.0985727261,1.0407969603
281,1.0584845475,1.0992416155,1.0411899361
282,1.0581824229,1.0993344576,1.0416763464
283,1.0579662757,1.0992809344,1.0421485079
284,1.0585611085,1.0998728472,1.0424625862
285,1.0601778782,1.1000740527,1.042782144
286,1.0595505927,1.1000520045,1.0435225066
287,1.0608696974,1.1002250724,1.0437779973
288,1.060466897,1.1007135874,1.0441873682
289,1.0606104845,1.100507607,1.0439881413
290,1.0638088982,1.1024178615,1.044872269
291,1.0611102717,1.101725996,1.0445639629
292,1.0628312161,1.102119144,1.0452584293
293,1.0620980367,1.1014937465,1.0464896937
294,1.0616829335,1.10169343,1.0465898884
295,1.0605520959,1.1023756552,1.0462359152
296,1.0616617776,1.1028162757,1.0464802997
297,1.0607800543,1.1031595335,1.0460761912
298,1.0612540108,1.1026432021,1.0467777051
299,1.061151713,1.1025921824,1.0472721941
300,1.0620112489,1.1030448958,1.047107932
